test_id	gene_id	gene	locus	sample_1	value_1
XLOC_000861	XLOC_000861	RP4-630A11.3	1:65886247-66107242	Benign	0
XLOC_000862	XLOC_000862	snoU13	1:65886247-66107242	Benign	0
XLOC_000863	XLOC_000863	PDE4B	1:66258196-66840259	Benign	3.15172
XLOC_000864	XLOC_000864	SGIP1	1:66999065-67213982	Benign	0
XLOC_000865	XLOC_000865	RP11-266I14.3,TCTEX1D1	1:67218141-67244470	Benign	0
XLOC_000866	XLOC_000866	RP11-342H21.2	1:67278567-67390570	Benign	0
XLOC_000867	XLOC_000867	MIER1	1:67390577-67454302	Benign	2.30269
XLOC_000868	XLOC_000868	IL23R	1:67632082-67725662	Benign	2.20991
XLOC_000869	XLOC_000869	U6	1:67632082-67725662	Benign	0
XLOC_000870	XLOC_000870	RP4-763G1.1	1:67743734-67744462	Benign	0
XLOC_000871	XLOC_000871	IL12RB2	1:67773046-67862583	Benign	0
XLOC_000872	XLOC_000872	U6	1:67873492-67896098	Benign	0
XLOC_000873	XLOC_000873	RP4-763G1.2	1:67995312-67998012	Benign	0
XLOC_000874	XLOC_000874	U6	1:68006809-68006916	Benign	0
XLOC_000875	XLOC_000875	RP11-393N21.1	1:68026755-68027118	Benign	0
XLOC_000876	XLOC_000876	GADD45A	1:68150743-68154021	Benign	4.04597
XLOC_000877	XLOC_000877	RP11-518D3.1	1:68167148-68698803	Benign	0
XLOC_000878	XLOC_000878	RP4-609E1.2	1:68167148-68698803	Benign	0
XLOC_000879	XLOC_000879	COX6B1P7	1:68748051-68748301	Benign	7.09096
XLOC_000880	XLOC_000880	RP4-694A7.2	1:68939834-69004310	Benign	0
XLOC_000881	XLOC_000881	RP4-694A7.4	1:68939834-69004310	Benign	0
XLOC_000882	XLOC_000882	RP11-424D14.1	1:69521580-69650686	Benign	0
XLOC_000883	XLOC_000883	RP3-380B4.1	1:69898937-69901092	Benign	0
XLOC_000884	XLOC_000884	LRRC7	1:70034080-70589164	Benign	0
XLOC_000885	XLOC_000885	AL391728.1	1:70034080-70589164	Benign	1.7318
XLOC_000886	XLOC_000886	PIN1P1	1:70034080-70589164	Benign	0
XLOC_000887	XLOC_000887	RP4-677H15.2	1:70610487-70671303	Benign	0
XLOC_000888	XLOC_000888	SRSF11	1:70671364-70718735	Benign	22.4425
XLOC_000889	XLOC_000889	HHLA3	1:70820487-70851022	Benign	0
XLOC_000890	XLOC_000890	CTH	1:70876900-70905534	Benign	0
XLOC_000891	XLOC_000891	RP11-42O15.2	1:70996208-70997175	Benign	0
XLOC_000892	XLOC_000892	RP11-428K13.1	1:71126347-71126948	Benign	0
XLOC_000893	XLOC_000893	RP5-952N6.1	1:71172135-71252151	Benign	0
XLOC_000894	XLOC_000894	RP3-333A15.1	1:71318035-71513491	Benign	0
XLOC_000895	XLOC_000895	RP11-108P2.1	1:71514537-71546980	Benign	0
XLOC_000896	XLOC_000896	RP11-386O9.1	1:71547006-71733913	Benign	0
XLOC_000897	XLOC_000897	RP11-386O9.2	1:71547006-71733913	Benign	0
XLOC_000898	XLOC_000898	RP11-316C12.2	1:71867529-72748417	Benign	0
XLOC_000899	XLOC_000899	RP11-82L20.1	1:71867529-72748417	Benign	0
XLOC_000900	XLOC_000900	GDI2P2	1:71867529-72748417	Benign	5.07014
XLOC_000901	XLOC_000901	RP11-292O17.1	1:72767154-72767506	Benign	0
XLOC_000902	XLOC_000902	RP11-262K1.1	1:73214603-73364823	Benign	0
XLOC_000903	XLOC_000903	KRT8P21	1:73570474-73571960	Benign	0
XLOC_000904	XLOC_000904	RP4-598G3.1	1:73771852-73820934	Benign	0.794086
XLOC_000905	XLOC_000905	RP11-275A6.1,RP11-275A6.2	1:74100898-74180897	Benign	0
XLOC_000906	XLOC_000906	U4atac	1:74349395-74349505	Benign	0
XLOC_000907	XLOC_000907	AC093158.1,RP11-653A5.2,TNNI3K	1:74663921-75010112	Benign	12.4342
XLOC_000908	XLOC_000908	RP4-650F12.2	1:74663921-75010112	Benign	0
XLOC_000909	XLOC_000909	RP4-612J11.1	1:75018087-75232362	Benign	0
XLOC_000910	XLOC_000910	TYW3	1:75018087-75232362	Benign	4.11827
XLOC_000911	XLOC_000911	RP11-93N20.1	1:75428997-75430802	Benign	0
XLOC_000912	XLOC_000912	LHX8	1:75593514-75627218	Benign	0
XLOC_000913	XLOC_000913	U6	1:75648729-75648832	Benign	0
XLOC_000914	XLOC_000914	SLC44A5	1:75667815-76076801	Benign	0
XLOC_000915	XLOC_000915	RP11-87O11.1	1:75667815-76076801	Benign	0
XLOC_000916	XLOC_000916	RP4-595K12.1	1:75667815-76076801	Benign	0
XLOC_000917	XLOC_000917	ACADM,RABGGTB,SNORD45A,SNORD45B,SNORD45C	1:76190035-76261100	Benign	10.6698
XLOC_000918	XLOC_000918	MSH4	1:76262566-76378923	Benign	0
XLOC_000919	XLOC_000919	RP11-550H2.1	1:76477008-76485041	Benign	0
XLOC_000920	XLOC_000920	RP11-550H2.2	1:76507375-76531913	Benign	0
XLOC_000921	XLOC_000921	ST6GALNAC3	1:76540388-77100286	Benign	0
XLOC_000922	XLOC_000922	TPI1P1	1:77165473-77166223	Benign	8.10097
XLOC_000923	XLOC_000923	U6	1:77218819-77218925	Benign	0
XLOC_000924	XLOC_000924	ST6GALNAC5	1:77333125-77531396	Benign	0
XLOC_000925	XLOC_000925	RP4-706A16.2	1:77533604-77544167	Benign	0
XLOC_000926	XLOC_000926	RP4-706A16.3	1:77554674-77685115	Benign	4.43542
XLOC_000927	XLOC_000927	RP11-363H12.1	1:77554674-77685115	Benign	0
XLOC_000928	XLOC_000928	AK5	1:77747735-78025651	Benign	0
XLOC_000929	XLOC_000929	U7	1:77747735-78025651	Benign	0
XLOC_000930	XLOC_000930	5S_rRNA	1:78028092-78149109	Benign	0
XLOC_000931	XLOC_000931	AC114487.1	1:78028092-78149109	Benign	0
XLOC_000932	XLOC_000932	5S_rRNA,FAM73A	1:78245308-78344106	Benign	0.900193
XLOC_000933	XLOC_000933	NSRP1P1	1:78245308-78344106	Benign	0
XLOC_000934	XLOC_000934	RP11-181C21.6	1:78245308-78344106	Benign	0
XLOC_000935	XLOC_000935	NEXN	1:78347032-78409580	Benign	0
XLOC_000936	XLOC_000936	DNAJB4,GIPC2	1:78444858-78604133	Benign	0.400848
XLOC_000937	XLOC_000937	RP11-386I14.3	1:78444858-78604133	Benign	0
XLOC_000938	XLOC_000938	RP11-183M13.1	1:78695282-79005434	Benign	0
XLOC_000939	XLOC_000939	PTGFR	1:78695282-79005434	Benign	0.867254
XLOC_000940	XLOC_000940	AL354946.1	1:79048329-79048421	Benign	0
XLOC_000941	XLOC_000941	IFI44L	1:79085606-79108484	Benign	0
XLOC_000942	XLOC_000942	IFI44	1:79115480-79129763	Benign	4.0622
XLOC_000943	XLOC_000943	RP4-641G12.3	1:79131955-79132383	Benign	0
XLOC_000944	XLOC_000944	AC104837.1	1:79152744-79152845	Benign	0
XLOC_000945	XLOC_000945	RP4-641G12.4	1:79214757-79216344	Benign	0
XLOC_000946	XLOC_000946	RP4-726F1.1	1:79789453-79790534	Benign	0
XLOC_000947	XLOC_000947	ADH5P2	1:79986764-79987888	Benign	0
XLOC_000948	XLOC_000948	HMGB1P18	1:80749036-80749655	Benign	0
XLOC_000949	XLOC_000949	RP11-115A15.2	1:80961587-80961918	Benign	0
XLOC_000950	XLOC_000950	RP5-887A10.1	1:81000662-81112473	Benign	0
XLOC_000951	XLOC_000951	MTND2P30	1:81546474-81546856	Benign	0
XLOC_000952	XLOC_000952	RP3-445O10.1	1:81674252-81674895	Benign	0
XLOC_000953	XLOC_000953	7SK	1:81717473-81717781	Benign	0
XLOC_000954	XLOC_000954	LPHN2	1:81771844-82458107	Benign	12.7323
XLOC_000955	XLOC_000955	RP11-159J16.1	1:81771844-82458107	Benign	0
XLOC_000956	XLOC_000956	RP5-837I24.1	1:81771844-82458107	Benign	0
XLOC_000957	XLOC_000957	RP5-837I24.6	1:81771844-82458107	Benign	0
XLOC_000958	XLOC_000958	ST13P20	1:81771844-82458107	Benign	0
XLOC_000959	XLOC_000959	RP4-601K24.1	1:83368865-83632498	Benign	0
XLOC_000960	XLOC_000960	RP11-413G15.1	1:83911735-83920454	Benign	0
XLOC_000961	XLOC_000961	RP5-836J3.1	1:84041458-84326706	Benign	0
XLOC_000962	XLOC_000962	AL035706.1	1:84041458-84326706	Benign	0
XLOC_000963	XLOC_000963	PRKACB	1:84543744-84704181	Benign	6.63989
XLOC_000964	XLOC_000964	RP11-486G15.1	1:84543744-84704181	Benign	0
XLOC_000965	XLOC_000965	RP11-82H13.2	1:84710016-84710260	Benign	0
XLOC_000966	XLOC_000966	SNORA2	1:84743003-84743140	Benign	0
XLOC_000967	XLOC_000967	RP11-376N17.4,SAMD13	1:84764048-84863514	Benign	3.20042
XLOC_000968	XLOC_000968	DNASE2B	1:84864214-84880701	Benign	0
XLOC_000969	XLOC_000969	RPF1	1:84944941-84963473	Benign	0
XLOC_000970	XLOC_000970	SPATA1	1:84964007-85040163	Benign	3.93841
XLOC_000971	XLOC_000971	WDR63	1:85464829-85598821	Benign	0
XLOC_000972	XLOC_000972	Y_RNA	1:85729978-85730085	Benign	0
XLOC_000973	XLOC_000973	RP11-131L23.1	1:85731930-86044046	Benign	2.86103
XLOC_000974	XLOC_000974	CYR61	1:86046443-86049645	Benign	7.50918
XLOC_000975	XLOC_000975	SNORD81	1:86057962-86058039	Benign	0
XLOC_000976	XLOC_000976	RP11-290M5.2	1:86064813-86066417	Benign	0
XLOC_000977	XLOC_000977	RP4-682E18.1	1:86194915-86622626	Benign	0
XLOC_000978	XLOC_000978	CLCA2	1:86889768-86922241	Benign	0
XLOC_000979	XLOC_000979	CLCA1	1:86934050-86965942	Benign	14.714
XLOC_000980	XLOC_000980	CLCA4	1:87012760-87158886	Benign	6.07814
XLOC_000981	XLOC_000981	AL356270.1	1:87012760-87158886	Benign	0
XLOC_000982	XLOC_000982	CLCA3P	1:87012760-87158886	Benign	0
XLOC_000983	XLOC_000983	SH3GLB1	1:87170258-87213867	Benign	2.37023
XLOC_000984	XLOC_000984	RP4-612B15.2	1:87250595-87251150	Benign	1.21452
XLOC_000985	XLOC_000985	HS2ST1	1:87380330-87634887	Benign	0.510174
XLOC_000986	XLOC_000986	RP11-384B12.3	1:87380330-87634887	Benign	0
XLOC_000987	XLOC_000987	AL139139.1	1:87380330-87634887	Benign	0
XLOC_000988	XLOC_000988	LMO4	1:87794150-87812788	Benign	1.65233
XLOC_000989	XLOC_000989	RP11-76N22.3	1:89003195-89301938	Benign	0
XLOC_000990	XLOC_000990	PKN2,TCEB1P19	1:89003195-89301938	Benign	3.59846
XLOC_000991	XLOC_000991	U6	1:89003195-89301938	Benign	0
XLOC_000992	XLOC_000992	RP11-82K18.2	1:89389052-89389527	Benign	0
XLOC_000993	XLOC_000993	AL160008.1	1:89472359-89515726	Benign	1.73464
XLOC_000994	XLOC_000994	RP4-620F22.2	1:89724632-89738544	Benign	0
XLOC_000995	XLOC_000995	RP5-908D6.1	1:89790204-89800563	Benign	0
XLOC_000996	XLOC_000996	GBP6	1:89829604-89853719	Benign	0
XLOC_000997	XLOC_000997	CAPNS1P1	1:89859591-89860225	Benign	0
XLOC_000998	XLOC_000998	GBP1P1	1:89873237-89891802	Benign	1.55396
XLOC_000999	XLOC_000999	LRRC8B,RP5-1007M22.3	1:89990394-90402170	Benign	0
XLOC_001000	XLOC_001000	RP11-413E1.4	1:89990394-90402170	Benign	0
XLOC_001001	XLOC_001001	LRRC8C,LRRC8D	1:89990394-90402170	Benign	3.09615
XLOC_001002	XLOC_001002	RP5-943J3.1	1:89990394-90402170	Benign	0
XLOC_001003	XLOC_001003	ZNF326	1:90457721-90494097	Benign	2.87376
XLOC_001004	XLOC_001004	U3	1:91123306-91123520	Benign	0
XLOC_001005	XLOC_001005	RP4-665J23.2	1:91317315-91319843	Benign	0
XLOC_001006	XLOC_001006	RP5-924G13.2	1:91489475-91490361	Benign	0.615084
XLOC_001007	XLOC_001007	Y_RNA	1:91726322-91870426	Benign	0
XLOC_001008	XLOC_001008	FEN1P1	1:91726322-91870426	Benign	0
XLOC_001009	XLOC_001009	CDC7	1:91966403-91991321	Benign	2.38408
XLOC_001010	XLOC_001010	RP11-91I11.1	1:92065727-92065878	Benign	0
XLOC_001011	XLOC_001011	HSP90B3P	1:92100567-92109633	Benign	1.15294
XLOC_001012	XLOC_001012	BRDT	1:92414927-92479983	Benign	0
XLOC_001013	XLOC_001013	EPHX4	1:92495538-92529093	Benign	0
XLOC_001014	XLOC_001014	LPCAT2BP	1:92531862-92533396	Benign	0
XLOC_001015	XLOC_001015	BTBD8	1:92545861-92613393	Benign	0
XLOC_001016	XLOC_001016	RP4-621B10.6	1:92545861-92613393	Benign	0.706151
XLOC_001017	XLOC_001017	KIAA1107	1:92632541-92650279	Benign	0
XLOC_001018	XLOC_001018	RP4-775D17.1	1:92668704-92669548	Benign	0
XLOC_001019	XLOC_001019	C1orf146	1:92683496-92711370	Benign	0
XLOC_001020	XLOC_001020	RPAP2	1:92711958-92853730	Benign	0
XLOC_001021	XLOC_001021	AC104456.2	1:92889328-92889465	Benign	0
XLOC_001022	XLOC_001022	RP11-330C7.3	1:92974252-93257961	Benign	0
XLOC_001023	XLOC_001023	CCNJP2	1:92974252-93257961	Benign	0
XLOC_001024	XLOC_001024	RPL5,SNORD21	1:93297596-93307481	Benign	135.131
XLOC_001025	XLOC_001025	SNORA66	1:93297596-93307481	Benign	0
XLOC_001026	XLOC_001026	SNORA66	1:93297596-93307481	Benign	79.7898
XLOC_001027	XLOC_001027	SNORA51	1:93307723-93427079	Benign	0
XLOC_001028	XLOC_001028	RP11-386I23.1	1:93307723-93427079	Benign	0
XLOC_001029	XLOC_001029	U6	1:93475813-93475908	Benign	0
XLOC_001030	XLOC_001030	7SK	1:93491808-93492099	Benign	0
XLOC_001031	XLOC_001031	AC093577.2	1:93492437-93492560	Benign	0
XLOC_001032	XLOC_001032	MTF2	1:93544791-93604638	Benign	4.21055
XLOC_001033	XLOC_001033	CCDC18	1:93615298-93828149	Benign	0
XLOC_001034	XLOC_001034	DR1	1:93615298-93828149	Benign	0
XLOC_001035	XLOC_001035	Y_RNA	1:93851267-93851374	Benign	0
XLOC_001036	XLOC_001036	FNBP1L	1:93913657-94020218	Benign	2.17741
XLOC_001037	XLOC_001037	RP5-1033H22.2	1:94027346-94312706	Benign	12.5433
XLOC_001038	XLOC_001038	MIR760	1:94027346-94312706	Benign	0
XLOC_001039	XLOC_001039	AL117351.6	1:94399509-94399573	Benign	0
XLOC_001040	XLOC_001040	AL117351.2	1:94399670-94399738	Benign	0
XLOC_001041	XLOC_001041	AL117351.7	1:94399745-94399813	Benign	0
XLOC_001042	XLOC_001042	RP11-78O9.1	1:94610666-94611175	Benign	0
XLOC_001043	XLOC_001043	snoU13	1:94614543-94740624	Benign	0
XLOC_001044	XLOC_001044	RP11-148B18.1	1:94614543-94740624	Benign	0
XLOC_001045	XLOC_001045	GAPDHP29	1:94767593-94768578	Benign	0
XLOC_001046	XLOC_001046	RP11-148B18.3	1:94798822-94800404	Benign	0
XLOC_001047	XLOC_001047	ABCD3	1:94883932-94984222	Benign	0.963053
XLOC_001048	XLOC_001048	SLC44A3	1:95285897-95360802	Benign	4.9185
XLOC_001049	XLOC_001049	RP4-639F20.1	1:95393121-95428826	Benign	0
XLOC_001050	XLOC_001050	RP11-313A24.1	1:95448296-95538501	Benign	0
XLOC_001051	XLOC_001051	TMEM56	1:95582893-95699538	Benign	0.97853
XLOC_001052	XLOC_001052	RP11-57H12.2	1:95582893-95699538	Benign	0
XLOC_001053	XLOC_001053	RWDD3	1:95699710-95729610	Benign	0
XLOC_001054	XLOC_001054	RP4-617C6.1	1:95940292-95944912	Benign	0
XLOC_001055	XLOC_001055	RP11-286B14.1	1:95975715-96247898	Benign	0
XLOC_001056	XLOC_001056	AC092812.1	1:96352095-96352182	Benign	0
XLOC_001057	XLOC_001057	RP11-147C23.1	1:96403456-96488436	Benign	0
XLOC_001058	XLOC_001058	U1	1:96691456-96691616	Benign	0
XLOC_001059	XLOC_001059	RP4-736I12.1	1:96856207-96856949	Benign	0
XLOC_001060	XLOC_001060	UBE2WP1	1:96884149-96884489	Benign	0
XLOC_001061	XLOC_001061	EEF1A1P11	1:96912485-96913874	Benign	6.50558
XLOC_001062	XLOC_001062	AL139347.1	1:97048767-97049082	Benign	0.856254
XLOC_001063	XLOC_001063	PTBP2	1:97187220-97280349	Benign	0
XLOC_001064	XLOC_001064	AL592205.1	1:97368254-97368348	Benign	0
XLOC_001065	XLOC_001065	DPYD-AS1	1:97543298-98386605	Benign	0
XLOC_001066	XLOC_001066	SEC63P1	1:97543298-98386605	Benign	0
XLOC_001067	XLOC_001067	RPL26P9	1:97543298-98386605	Benign	0
XLOC_001068	XLOC_001068	RP11-272L13.2	1:97543298-98386605	Benign	0
XLOC_001069	XLOC_001069	DPYD-AS2	1:97543298-98386605	Benign	0
XLOC_001070	XLOC_001070	RP4-672J20.1	1:98542573-98543054	Benign	0
XLOC_001071	XLOC_001071	RP5-1070A16.1	1:98676302-98738214	Benign	0
XLOC_001072	XLOC_001072	AL160056.1	1:98838940-98839055	Benign	0
XLOC_001073	XLOC_001073	SNX7	1:99127235-99226056	Benign	6.89517
XLOC_001074	XLOC_001074	RP5-896L10.1	1:99355805-99614408	Benign	0
XLOC_001075	XLOC_001075	RP11-234N17.1	1:99355805-99614408	Benign	0
XLOC_001076	XLOC_001076	RP4-788L13.1	1:99729508-99775146	Benign	0
XLOC_001077	XLOC_001077	RP4-735N21.1	1:99929933-99930334	Benign	4.0749
XLOC_001078	XLOC_001078	PALMD	1:100111498-100160097	Benign	0
XLOC_001079	XLOC_001079	HMGB3P10	1:100163797-100164734	Benign	0
XLOC_001080	XLOC_001080	Y_RNA	1:100257217-100257309	Benign	0
XLOC_001081	XLOC_001081	AL451051.1	1:100295020-100295093	Benign	0
XLOC_001082	XLOC_001082	RP4-581O6.1	1:100308165-100308317	Benign	0
XLOC_001083	XLOC_001083	AGL	1:100315639-100389576	Benign	0
XLOC_001084	XLOC_001084	SLC35A3	1:100433938-100492535	Benign	0
XLOC_001085	XLOC_001085	U6	1:100433938-100492535	Benign	0
XLOC_001086	XLOC_001086	HIAT1	1:100503652-100598511	Benign	0.553338
XLOC_001087	XLOC_001087	RP4-714D9.4	1:100503652-100598511	Benign	0
XLOC_001088	XLOC_001088	CCDC76	1:100598705-100643771	Benign	0.49472
XLOC_001089	XLOC_001089	BRI3P1	1:100659633-100715424	Benign	0
XLOC_001090	XLOC_001090	RP11-305E17.4	1:100659633-100715424	Benign	0
XLOC_001091	XLOC_001091	RTCD1	1:100731762-100758325	Benign	0
XLOC_001092	XLOC_001092	MIR553	1:100731762-100758325	Benign	0
XLOC_001093	XLOC_001093	CDC14A,RP5-837M10.2	1:100810032-100985833	Benign	3.19254
XLOC_001094	XLOC_001094	GPR88	1:101003692-101007574	Benign	0
XLOC_001095	XLOC_001095	RP11-84O12.3	1:101117502-101117823	Benign	0
XLOC_001096	XLOC_001096	VCAM1	1:101185304-101204601	Benign	0
XLOC_001097	XLOC_001097	SLC30A7	1:101361631-101447309	Benign	0
XLOC_001098	XLOC_001098	RP11-421L21.2	1:101455178-101552821	Benign	0
XLOC_001099	XLOC_001099	RP11-421L21.3	1:101455178-101552821	Benign	0
XLOC_001100	XLOC_001100	SCARNA16	1:101598708-101598895	Benign	0
XLOC_001101	XLOC_001101	S1PR1	1:101702443-101707074	Benign	3.11104
XLOC_001102	XLOC_001102	RP4-575N6.2	1:101721829-101722172	Benign	0
XLOC_001103	XLOC_001103	RP11-157N3.1	1:101788892-101855859	Benign	0
XLOC_001104	XLOC_001104	RP11-411H5.1	1:102189297-102195170	Benign	0
XLOC_001105	XLOC_001105	U6	1:102268129-102462586	Benign	0
XLOC_001106	XLOC_001106	DNAJA1P5	1:102268129-102462586	Benign	0
XLOC_001107	XLOC_001107	RP11-347K2.1	1:103817768-103835986	Benign	0
XLOC_001108	XLOC_001108	RP11-153F1.2	1:103957500-104068115	Benign	0
XLOC_001109	XLOC_001109	7SK	1:103957500-104068115	Benign	0
XLOC_001110	XLOC_001110	ACTG1P4,AMY2B,RNPC3	1:104068312-104122156	Benign	24.6131
XLOC_001111	XLOC_001111	AMY1A,AMY2A,AMYP1	1:104159998-104262523	Benign	1.34961
XLOC_001112	XLOC_001112	AMY1C	1:104293027-104301312	Benign	0.170163
XLOC_001113	XLOC_001113	RP11-97C18.1	1:104469188-104470428	Benign	0
XLOC_001114	XLOC_001114	RP11-364B6.1,RP11-364B6.2	1:104615631-104619709	Benign	0
XLOC_001115	XLOC_001115	RP11-414B7.1	1:105976615-105977443	Benign	0
XLOC_001116	XLOC_001116	SEPT2P1	1:106240660-106240840	Benign	0
XLOC_001117	XLOC_001117	RP11-90H3.1	1:106434360-106436139	Benign	2.03697
XLOC_001118	XLOC_001118	RP5-947P14.1	1:106615868-106627121	Benign	0
XLOC_001119	XLOC_001119	AL627169.1	1:107347022-107347089	Benign	0
XLOC_001120	XLOC_001120	RP11-233E12.1-001	1:107360860-107380815	Benign	0
XLOC_001121	XLOC_001121	PRMT6	1:107599266-107601905	Benign	0
XLOC_001122	XLOC_001122	NTNG1	1:107682628-108026080	Benign	0
XLOC_001123	XLOC_001123	RP11-270C12.3	1:108047824-108048070	Benign	0
XLOC_001124	XLOC_001124	RP11-356N1.1	1:108113781-108537229	Benign	0
XLOC_001125	XLOC_001125	RP11-356N1.2	1:108614103-108617141	Benign	0
XLOC_001126	XLOC_001126	NBPF5,NBPF6,RP11-483I13.3,RP11-483I13.4	1:108803817-109013624	Benign	0
XLOC_001127	XLOC_001127	RP11-131J3.1	1:108803817-109013624	Benign	0
XLOC_001128	XLOC_001128	ST13P21	1:109044979-109046077	Benign	0
XLOC_001129	XLOC_001129	RP5-964H19.2	1:109051195-109051867	Benign	0
XLOC_001130	XLOC_001130	FAM102B	1:109102710-109187522	Benign	6.38853
XLOC_001131	XLOC_001131	PRPF38B	1:109234944-109244425	Benign	2.14891
XLOC_001132	XLOC_001132	FNDC7	1:109255278-109285365	Benign	0
XLOC_001133	XLOC_001133	STXBP3	1:109289295-109352148	Benign	0.661986
XLOC_001134	XLOC_001134	RP11-475E11.5	1:109358519-109506111	Benign	0
XLOC_001135	XLOC_001135	GPSM2	1:109358519-109506111	Benign	5.624
XLOC_001136	XLOC_001136	RP11-20O24.4	1:109512835-109584850	Benign	11.5152
XLOC_001137	XLOC_001137	RP11-20O24.1	1:109512835-109584850	Benign	3.36466
XLOC_001138	XLOC_001138	RANP5	1:109589447-109590105	Benign	0
XLOC_001139	XLOC_001139	TMEM167B	1:109633356-109639556	Benign	1.84077
XLOC_001140	XLOC_001140	SCARNA2	1:109642814-109643234	Benign	523.273
XLOC_001141	XLOC_001141	KIAA1324	1:109648572-109749401	Benign	9.33719
XLOC_001142	XLOC_001142	SARS	1:109756539-109780791	Benign	2.02467
XLOC_001143	XLOC_001143	CELSR2	1:109792640-109818377	Benign	0
XLOC_001144	XLOC_001144	AL356735.1	1:109944418-109969062	Benign	0
XLOC_001145	XLOC_001145	SYPL2	1:110009179-110024759	Benign	0
XLOC_001146	XLOC_001146	ATXN7L2	1:110026100-110035426	Benign	0
XLOC_001147	XLOC_001147	CYB561D1	1:110036673-110045554	Benign	0.453832
XLOC_001148	XLOC_001148	GPR61	1:110082493-110091028	Benign	0
XLOC_001149	XLOC_001149	GNAI3	1:110091232-110136975	Benign	1.43931
XLOC_001150	XLOC_001150	RP5-1160K1.3	1:110138846-110140403	Benign	0
XLOC_001151	XLOC_001151	MIR197	1:110141512-110141593	Benign	0
XLOC_001152	XLOC_001152	AMPD2	1:110158725-110174673	Benign	11.0912
XLOC_001153	XLOC_001153	RP5-1160K1.1	1:110193991-110194715	Benign	0
XLOC_001154	XLOC_001154	GSTM4	1:110198702-110208118	Benign	0
XLOC_001155	XLOC_001155	GSTM2	1:110210643-110318050	Benign	9.62079
XLOC_001156	XLOC_001156	GSTM1,RP4-735C1.4	1:110210643-110318050	Benign	7.01456
XLOC_001157	XLOC_001157	GSTM5	1:110210643-110318050	Benign	0
XLOC_001158	XLOC_001158	RP4-735C1.6	1:110370976-110414058	Benign	0
XLOC_001159	XLOC_001159	CSF1	1:110452863-110473614	Benign	8.72146
XLOC_001160	XLOC_001160	AHCYL1	1:110527307-110566357	Benign	11.5045
XLOC_001161	XLOC_001161	FAM40A,RP4-773N10.5	1:110574198-110617263	Benign	4.91478
XLOC_001162	XLOC_001162	RP4-773N10.4	1:110574198-110617263	Benign	0.779317
XLOC_001163	XLOC_001163	RP4-773N10.6	1:110625309-110652341	Benign	0
XLOC_001164	XLOC_001164	UBL4B	1:110655061-110656569	Benign	0
XLOC_001165	XLOC_001165	SLC6A17	1:110693107-110744824	Benign	0
XLOC_001166	XLOC_001166	KCNC4	1:110753964-110825722	Benign	6.53422
XLOC_001167	XLOC_001167	SNORA25	1:110753964-110825722	Benign	0
XLOC_001168	XLOC_001168	RBM15	1:110828996-110889299	Benign	3.09737
XLOC_001169	XLOC_001169	RP11-225L12.2	1:110943870-110961033	Benign	0
XLOC_001170	XLOC_001170	PROK1	1:110993821-110999976	Benign	0
XLOC_001171	XLOC_001171	CYMP	1:111023373-111033899	Benign	0
XLOC_001172	XLOC_001172	OR11I1P	1:111396559-111397513	Benign	0
XLOC_001173	XLOC_001173	CD53	1:111415771-111442550	Benign	7.24532
XLOC_001174	XLOC_001174	RP11-96K19.2	1:111486088-111506701	Benign	0
XLOC_001175	XLOC_001175	5S_rRNA	1:111584455-111584547	Benign	0
XLOC_001176	XLOC_001176	CEPT1	1:111659954-111727724	Benign	0.618961
XLOC_001177	XLOC_001177	CHI3L2	1:111729795-111786062	Benign	0.784503
XLOC_001178	XLOC_001178	RP11-165H20.4	1:111792875-111799337	Benign	0
XLOC_001179	XLOC_001179	RP11-165H20.1	1:111822680-111828738	Benign	0
XLOC_001180	XLOC_001180	CHIA	1:111833483-111866699	Benign	0
XLOC_001181	XLOC_001181	RP5-1125M8.3	1:111833483-111866699	Benign	0
XLOC_001182	XLOC_001182	C1orf88	1:111888909-111895635	Benign	0
XLOC_001183	XLOC_001183	RP5-1125M8.6	1:111922912-111923195	Benign	0
XLOC_001184	XLOC_001184	RP11-552M11.2	1:111980135-111980659	Benign	0
XLOC_001185	XLOC_001185	Y_RNA	1:111981259-112005395	Benign	0
XLOC_001186	XLOC_001186	ATP5F1	1:111981259-112005395	Benign	19.3495
XLOC_001187	XLOC_001187	C1orf162	1:112016413-112021134	Benign	0
XLOC_001188	XLOC_001188	RAP1A	1:112025969-112310638	Benign	4.29114
XLOC_001189	XLOC_001189	RP4-773A18.4	1:112025969-112310638	Benign	0
XLOC_001190	XLOC_001190	DDX20	1:112025969-112310638	Benign	0.775997
XLOC_001191	XLOC_001191	KCND3-AS1	1:112318430-112531777	Benign	0
XLOC_001192	XLOC_001192	RP11-88H9.1,RP11-88H9.2	1:112532391-112541464	Benign	0
XLOC_001193	XLOC_001193	snoU13	1:112719855-112903150	Benign	0
XLOC_001194	XLOC_001194	RP5-965F6.1	1:112905902-112906206	Benign	0
XLOC_001195	XLOC_001195	snoU13	1:112913625-112913729	Benign	0
XLOC_001196	XLOC_001196	CTTNBP2NL,RP4-671G15.2,RP4-671G15.3	1:112938802-113006078	Benign	2.02452
XLOC_001197	XLOC_001197	WNT2B	1:113009162-113065288	Benign	5.80455
XLOC_001198	XLOC_001198	CAPZA1	1:113066139-113214241	Benign	9.96301
XLOC_001199	XLOC_001199	snoU13	1:113066139-113214241	Benign	0
