test_id	gene_id	gene	locus	sample_1	value_1
XLOC_001461	XLOC_001461	RP11-126K1.6	1:151313115-151320503	Benign	0
XLOC_001462	XLOC_001462	PSMB4	1:151372009-151374420	Benign	7.03968
XLOC_001463	XLOC_001463	RNY4P25	1:151375199-151431954	Benign	13.2854
XLOC_001464	XLOC_001464	CGN	1:151482985-151511168	Benign	6.34251
XLOC_001465	XLOC_001465	RP11-74C1.4,TUFT1	1:151512780-151556059	Benign	2.5319
XLOC_001466	XLOC_001466	MIR554	1:151512780-151556059	Benign	0
XLOC_001467	XLOC_001467	RP11-74C1.2	1:151512780-151556059	Benign	0.383996
XLOC_001468	XLOC_001468	RP11-404E16.1,SNX27	1:151584513-151671567	Benign	1.86108
XLOC_001469	XLOC_001469	U6	1:151584513-151671567	Benign	24.9629
XLOC_001470	XLOC_001470	RP11-98D18.1	1:151673501-151702281	Benign	0
XLOC_001471	XLOC_001471	RIIAD1	1:151673501-151702281	Benign	0
XLOC_001472	XLOC_001472	RP11-98D18.7	1:151730134-151730918	Benign	0
XLOC_001473	XLOC_001473	OAZ3,RP11-98D18.2	1:151732118-151766878	Benign	0.940239
XLOC_001474	XLOC_001474	RP11-98D18.9	1:151732118-151766878	Benign	0
XLOC_001475	XLOC_001475	AL450992.2	1:151814352-151826173	Benign	0
XLOC_001476	XLOC_001476	AL450992.6,AL591893.1	1:151967006-152020383	Benign	0.00756364
XLOC_001477	XLOC_001477	SPTLC1P4	1:152050427-152050686	Benign	0
XLOC_001478	XLOC_001478	AL589986.2	1:152095009-152097556	Benign	0
XLOC_001479	XLOC_001479	RP1-14N1.2	1:152161826-152339163	Benign	0
XLOC_001480	XLOC_001480	RP11-107M16.2	1:152161826-152339163	Benign	0
XLOC_001481	XLOC_001481	RP1-91G5.3	1:152346429-152417932	Benign	0
XLOC_001482	XLOC_001482	HMGN3P1	1:152346429-152417932	Benign	0
XLOC_001483	XLOC_001483	LCE5A	1:152483319-152484653	Benign	0
XLOC_001484	XLOC_001484	CRCT1	1:152486977-152488486	Benign	0
XLOC_001485	XLOC_001485	LCE3C	1:152573137-152573562	Benign	0
XLOC_001486	XLOC_001486	LCE3B	1:152586286-152586574	Benign	0
XLOC_001487	XLOC_001487	NCRNA00302	1:152627952-152629280	Benign	0
XLOC_001488	XLOC_001488	LCE2D	1:152635871-152637135	Benign	0
XLOC_001489	XLOC_001489	LCE2B,LCE2C	1:152647770-152659877	Benign	0
XLOC_001490	XLOC_001490	LCE2A	1:152670839-152671918	Benign	0
XLOC_001491	XLOC_001491	LCE4A	1:152680635-152681967	Benign	0
XLOC_001492	XLOC_001492	C1orf68	1:152691081-152692946	Benign	0
XLOC_001493	XLOC_001493	RP1-43O17.1	1:152709993-152710344	Benign	0
XLOC_001494	XLOC_001494	RP1-43O17.2	1:152716774-152717082	Benign	0
XLOC_001495	XLOC_001495	KPRP	1:152730505-152734529	Benign	0
XLOC_001496	XLOC_001496	LCE1F	1:152748847-152749445	Benign	0
XLOC_001497	XLOC_001497	LCE1E	1:152758689-152760902	Benign	0
XLOC_001498	XLOC_001498	LCE1D	1:152769216-152771396	Benign	0
XLOC_001499	XLOC_001499	LCE1B	1:152784446-152785585	Benign	0
XLOC_001500	XLOC_001500	LCE1A	1:152798522-152800665	Benign	0
XLOC_001501	XLOC_001501	LCE6A	1:152815343-152816459	Benign	0
XLOC_001502	XLOC_001502	SMCP	1:152850792-152857523	Benign	0
XLOC_001503	XLOC_001503	IVL	1:152881020-152884362	Benign	0
XLOC_001504	XLOC_001504	SPRR4	1:152943141-152945050	Benign	0
XLOC_001505	XLOC_001505	SPRR1A	1:152956556-152958289	Benign	0
XLOC_001506	XLOC_001506	SPRR3	1:152974222-152976332	Benign	0
XLOC_001507	XLOC_001507	RP1-20N18.4	1:152996437-152996736	Benign	0
XLOC_001508	XLOC_001508	SPRR1B	1:153003677-153005376	Benign	0
XLOC_001509	XLOC_001509	RP1-140J1.1	1:153146993-153164152	Benign	0
XLOC_001510	XLOC_001510	LELP1	1:153175918-153177596	Benign	0
XLOC_001511	XLOC_001511	PRR9	1:153190059-153191793	Benign	0
XLOC_001512	XLOC_001512	RP1-140J1.4	1:153197555-153198482	Benign	0.856973
XLOC_001513	XLOC_001513	LOR	1:153232175-153234598	Benign	0
XLOC_001514	XLOC_001514	U6	1:153302595-153321316	Benign	0
XLOC_001515	XLOC_001515	S100A9	1:153330329-153333503	Benign	1.53437
XLOC_001516	XLOC_001516	S100A7A	1:153388944-153395701	Benign	0
XLOC_001517	XLOC_001517	BX470102.3	1:153506078-153508720	Benign	0
XLOC_001518	XLOC_001518	S100A1	1:153591262-153618782	Benign	1.34515
XLOC_001519	XLOC_001519	CHTOP	1:153591262-153618782	Benign	5.77077
XLOC_001520	XLOC_001520	SNAPIN	1:153631129-153634306	Benign	2.84851
XLOC_001521	XLOC_001521	NPR1,RP11-354A16.2	1:153651112-153666468	Benign	0.0719107
XLOC_001522	XLOC_001522	AL713889.1	1:153676563-153676856	Benign	0
XLOC_001523	XLOC_001523	INTS3	1:153700542-153746555	Benign	4.36144
XLOC_001524	XLOC_001524	SLC27A3	1:153746829-153752633	Benign	1.99796
XLOC_001525	XLOC_001525	RP11-216N14.5	1:153767648-153774567	Benign	0
XLOC_001526	XLOC_001526	RP11-759F5.1	1:153777200-153895451	Benign	0
XLOC_001527	XLOC_001527	CREB3L4	1:153931574-153950164	Benign	1.01912
XLOC_001528	XLOC_001528	RPS27	1:153963234-153964626	Benign	8.18489
XLOC_001529	XLOC_001529	RP11-422P24.9	1:153965160-154127592	Benign	0.531962
XLOC_001530	XLOC_001530	RPS7P2	1:153965160-154127592	Benign	0
XLOC_001531	XLOC_001531	AL513546.1	1:153965160-154127592	Benign	0
XLOC_001532	XLOC_001532	SNORA58,UBAP2L	1:154179195-154243986	Benign	75.0158
XLOC_001533	XLOC_001533	AL590431.1	1:154179195-154243986	Benign	0
XLOC_001534	XLOC_001534	HAX1	1:154244986-154248351	Benign	2.4311
XLOC_001535	XLOC_001535	SNORD59	1:154260935-154261003	Benign	0
XLOC_001536	XLOC_001536	U6	1:154267978-154268077	Benign	0
XLOC_001537	XLOC_001537	U6	1:154270125-154270224	Benign	0
XLOC_001538	XLOC_001538	AQP10	1:154293565-154297801	Benign	0
XLOC_001539	XLOC_001539	ATP8B2	1:154298028-154323783	Benign	1.05678
XLOC_001540	XLOC_001540	RNU7-57P	1:154298028-154323783	Benign	0
XLOC_001541	XLOC_001541	IL6R	1:154374803-154441926	Benign	4.27111
XLOC_001542	XLOC_001542	TDRD10	1:154474694-154520623	Benign	0.258222
XLOC_001543	XLOC_001543	RP11-61L14.2	1:154521052-154531504	Benign	0
XLOC_001544	XLOC_001544	CHRNB2	1:154540256-154552502	Benign	0.0480387
XLOC_001545	XLOC_001545	CKS1B	1:154947128-154951725	Benign	1.44156
XLOC_001546	XLOC_001546	FLAD1	1:154955813-154965587	Benign	3.51287
XLOC_001547	XLOC_001547	LENEP	1:154966061-154966791	Benign	0
XLOC_001548	XLOC_001548	ZBTB7B	1:154975126-155006257	Benign	3.05931
XLOC_001549	XLOC_001549	ADAM15,DCST1	1:155006299-155035252	Benign	4.79246
XLOC_001550	XLOC_001550	EFNA3,EFNA4,RP11-540D14.8	1:155036206-155060014	Benign	0.145589
XLOC_001551	XLOC_001551	Y_RNA	1:155092965-155093074	Benign	0
XLOC_001552	XLOC_001552	EFNA1	1:155099935-155107333	Benign	5.48838
XLOC_001553	XLOC_001553	RP11-540D14.6,SLC50A1	1:155107819-155111329	Benign	6.07732
XLOC_001554	XLOC_001554	U7	1:155115746-155115808	Benign	0
XLOC_001555	XLOC_001555	HMGN2P18	1:155121019-155121295	Benign	0
XLOC_001556	XLOC_001556	TRIM46	1:155141883-155162707	Benign	0
XLOC_001557	XLOC_001557	MIR92B	1:155164967-155165063	Benign	0
XLOC_001558	XLOC_001558	RP11-263K19.4	1:155165378-155183614	Benign	0
XLOC_001559	XLOC_001559	MTX1	1:155165378-155183614	Benign	1.68182
XLOC_001560	XLOC_001560	MTX1P1	1:155200765-155204116	Benign	0.388898
XLOC_001561	XLOC_001561	HCN3	1:155232658-155271225	Benign	0.42547
XLOC_001562	XLOC_001562	FDPS	1:155278538-155300905	Benign	8.26023
XLOC_001563	XLOC_001563	RUSC1	1:155278538-155300905	Benign	2.38832
XLOC_001564	XLOC_001564	U6	1:155305058-155533735	Benign	0
XLOC_001565	XLOC_001565	POU5F1P4	1:155305058-155533735	Benign	0.539548
XLOC_001566	XLOC_001566	RP11-29H23.1	1:155305058-155533735	Benign	0
XLOC_001567	XLOC_001567	DAP3P1	1:155556434-155571988	Benign	0
XLOC_001568	XLOC_001568	MSTO1,RP11-243J18.3	1:155579338-155829191	Benign	1.30031
XLOC_001569	XLOC_001569	DAP3	1:155579338-155829191	Benign	4.80058
XLOC_001570	XLOC_001570	RP11-101O6.2	1:155579338-155829191	Benign	0
XLOC_001571	XLOC_001571	SYT11	1:155829299-155854990	Benign	0.977834
XLOC_001572	XLOC_001572	U4	1:155864071-155864177	Benign	68.2335
XLOC_001573	XLOC_001573	RXFP4	1:155911479-155912625	Benign	0
XLOC_001574	XLOC_001574	RP11-336K24.5	1:155916644-155976861	Benign	0
XLOC_001575	XLOC_001575	LAMTOR2	1:156024542-156028301	Benign	0
XLOC_001576	XLOC_001576	RAB25	1:156030950-156040295	Benign	5.87742
XLOC_001577	XLOC_001577	AL355388.1	1:156046279-156051789	Benign	0
XLOC_001578	XLOC_001578	LMNA	1:156052363-156109880	Benign	27.3711
XLOC_001579	XLOC_001579	SEMA4A	1:156117156-156147543	Benign	2.47634
XLOC_001580	XLOC_001580	SLC25A44	1:156163879-156182587	Benign	1.4319
XLOC_001581	XLOC_001581	BGLAP,PMF1	1:156182772-156213123	Benign	2.72428
XLOC_001582	XLOC_001582	TMEM79	1:156252725-156265463	Benign	0
XLOC_001583	XLOC_001583	AL589685.1	1:156278758-156337664	Benign	0
XLOC_001584	XLOC_001584	C1orf182	1:156278758-156337664	Benign	0.360299
XLOC_001585	XLOC_001585	RHBG	1:156339002-156355011	Benign	0
XLOC_001586	XLOC_001586	RP11-139I14.2	1:156358017-156365401	Benign	0
XLOC_001587	XLOC_001587	snoU13	1:156495196-156542396	Benign	0
XLOC_001588	XLOC_001588	TTC24	1:156549518-156556562	Benign	0
XLOC_001589	XLOC_001589	APOA1BP	1:156561541-156564089	Benign	2.24944
XLOC_001590	XLOC_001590	HAPLN2	1:156589085-156595517	Benign	0
XLOC_001591	XLOC_001591	BCAN	1:156611181-156631216	Benign	0
XLOC_001592	XLOC_001592	RRNAD1	1:156691682-156706752	Benign	4.59395
XLOC_001593	XLOC_001593	PRCC	1:156711898-156770607	Benign	2.25243
XLOC_001594	XLOC_001594	NTRK1	1:156776034-156851642	Benign	0
XLOC_001595	XLOC_001595	PEAR1	1:156863489-156886226	Benign	0.561045
XLOC_001596	XLOC_001596	LRRC71	1:156890441-156902886	Benign	0
XLOC_001597	XLOC_001597	KRT8P45	1:157043048-157044494	Benign	4.48295
XLOC_001598	XLOC_001598	RP11-110J1.5	1:157090982-157108266	Benign	1.72775
XLOC_001599	XLOC_001599	RP11-71G12.1	1:157155177-157157195	Benign	0
XLOC_001600	XLOC_001600	RP11-367J7.3	1:157644110-157670775	Benign	0
XLOC_001601	XLOC_001601	RP11-367J7.4	1:157678875-157680187	Benign	1.86172
XLOC_001602	XLOC_001602	RP11-120D12.2	1:157800703-157868046	Benign	0
XLOC_001603	XLOC_001603	RP11-444M10.1,RP11-451O13.1	1:157894854-157918861	Benign	0
XLOC_001604	XLOC_001604	KIRREL	1:157963062-158070052	Benign	0.880923
XLOC_001605	XLOC_001605	KIRREL-IT1	1:157963062-158070052	Benign	0
XLOC_001606	XLOC_001606	CD1D	1:158149736-158154686	Benign	0.426282
XLOC_001607	XLOC_001607	CD1A	1:158223926-158228059	Benign	0.164646
XLOC_001608	XLOC_001608	CD1C	1:158259562-158264564	Benign	0.232016
XLOC_001609	XLOC_001609	CD1E	1:158323253-158327343	Benign	0
XLOC_001610	XLOC_001610	RP11-144L1.2	1:158423987-158425063	Benign	0.201875
XLOC_001611	XLOC_001611	OR10K1	1:158435271-158436344	Benign	0
XLOC_001612	XLOC_001612	OR10R2	1:158444243-158464676	Benign	0
XLOC_001613	XLOC_001613	OR10R3P	1:158444243-158464676	Benign	0
XLOC_001614	XLOC_001614	OR10R1P	1:158484574-158485715	Benign	0
XLOC_001615	XLOC_001615	RP11-144L1.8	1:158493461-158495628	Benign	1.50427
XLOC_001616	XLOC_001616	OR10Z1	1:158565303-158577170	Benign	0
XLOC_001617	XLOC_001617	OR6K6	1:158724509-158725681	Benign	0
XLOC_001618	XLOC_001618	OR2AQ1P	1:158765803-158766003	Benign	0
XLOC_001619	XLOC_001619	MNDA	1:158801106-158819296	Benign	0.477087
XLOC_001620	XLOC_001620	RP11-393K10.1	1:158848535-158853290	Benign	0
XLOC_001621	XLOC_001621	PYHIN1	1:158900585-158946844	Benign	0.467833
XLOC_001622	XLOC_001622	IFI16	1:158969757-159024945	Benign	6.99317
XLOC_001623	XLOC_001623	CADM3,DARC	1:159141398-159176290	Benign	1.36584
XLOC_001624	XLOC_001624	5S_rRNA	1:159141398-159176290	Benign	7.02679
XLOC_001625	XLOC_001625	RP11-550P17.1	1:159246292-159247282	Benign	0
XLOC_001626	XLOC_001626	FCER1A	1:159259503-159278014	Benign	2.27174
XLOC_001627	XLOC_001627	OR10J7P	1:159315955-159453166	Benign	0
XLOC_001628	XLOC_001628	OR10J8P	1:159315955-159453166	Benign	0
XLOC_001629	XLOC_001629	RP11-180D21.1	1:159315955-159453166	Benign	0
XLOC_001630	XLOC_001630	OR10J1	1:159315955-159453166	Benign	0
XLOC_001631	XLOC_001631	RP11-180D21.3	1:159315955-159453166	Benign	0
XLOC_001632	XLOC_001632	RP11-740C1.2	1:159527157-159527990	Benign	0
XLOC_001633	XLOC_001633	APCS	1:159557614-159558655	Benign	0
XLOC_001634	XLOC_001634	OR10J6P	1:159568087-159569017	Benign	0
XLOC_001635	XLOC_001635	RP11-419N10.5	1:159728959-159729379	Benign	0
XLOC_001636	XLOC_001636	DUSP23	1:159750721-159752333	Benign	4.13273
XLOC_001637	XLOC_001637	FCRL6	1:159770300-159786041	Benign	0
XLOC_001638	XLOC_001638	SLAMF8	1:159796539-159869953	Benign	1.75448
XLOC_001639	XLOC_001639	RP11-48O20.4	1:159931007-159948851	Benign	5.3994
XLOC_001640	XLOC_001640	RP11-226L15.1	1:159990089-159990515	Benign	0
XLOC_001641	XLOC_001641	RP11-536C5.2	1:160007256-160049611	Benign	0
XLOC_001642	XLOC_001642	KCNJ9	1:160051359-160060353	Benign	0.0660106
XLOC_001643	XLOC_001643	ATP1A2	1:160085548-160113381	Benign	0.306491
XLOC_001644	XLOC_001644	ATP1A4	1:160121359-160156767	Benign	0
XLOC_001645	XLOC_001645	CASQ1	1:160160284-160171674	Benign	0
XLOC_001646	XLOC_001646	PEA15	1:160171988-160185237	Benign	1.61694
XLOC_001647	XLOC_001647	RP11-574F21.2	1:160185504-160256138	Benign	0
XLOC_001648	XLOC_001648	RP11-179G5.4	1:160259062-160328742	Benign	3.40328
XLOC_001649	XLOC_001649	NCSTN	1:160259062-160328742	Benign	11.1649
XLOC_001650	XLOC_001650	NHLH1	1:160336856-160342638	Benign	0.123509
XLOC_001651	XLOC_001651	VANGL2	1:160370375-160398468	Benign	0.240082
XLOC_001652	XLOC_001652	RP11-528G1.2	1:160506862-160549306	Benign	0
XLOC_001653	XLOC_001653	RP11-404F10.1	1:160639937-160640769	Benign	0
XLOC_001654	XLOC_001654	RP11-404F10.2	1:160643135-160681641	Benign	0.503796
XLOC_001655	XLOC_001655	AL121985.1	1:160643135-160681641	Benign	0
XLOC_001656	XLOC_001656	SLAMF7	1:160709036-160724641	Benign	10.5222
XLOC_001657	XLOC_001657	LY9	1:160765895-160798045	Benign	1.44519
XLOC_001658	XLOC_001658	RP11-312J18.3	1:160799949-160832645	Benign	0
XLOC_001659	XLOC_001659	RP11-312J18.5	1:160864769-160865866	Benign	0.472859
XLOC_001660	XLOC_001660	RP11-544M22.1	1:160901528-160924589	Benign	0
XLOC_001661	XLOC_001661	RP11-312J18.7	1:160901528-160924589	Benign	0
XLOC_001662	XLOC_001662	RP11-544M22.3	1:160965000-161008784	Benign	0
XLOC_001663	XLOC_001663	RP11-544M22.8	1:161040784-161059389	Benign	0
XLOC_001664	XLOC_001664	KLHDC9	1:161068150-161070136	Benign	0.545574
XLOC_001665	XLOC_001665	NIT1	1:161070345-161102478	Benign	6.00679
XLOC_001666	XLOC_001666	UFC1	1:161122565-161129139	Benign	6.6909
XLOC_001667	XLOC_001667	USP21	1:161129253-161135513	Benign	1.31412
XLOC_001668	XLOC_001668	PPOX	1:161136199-161147803	Benign	2.38422
XLOC_001669	XLOC_001669	NDUFS2	1:161159537-161184185	Benign	7.51494
XLOC_001670	XLOC_001670	FCER1G	1:161185023-161190489	Benign	6.66222
XLOC_001671	XLOC_001671	TOMM40L	1:161195792-161208092	Benign	1.73758
XLOC_001672	XLOC_001672	PCP4L1	1:161228516-161255240	Benign	0
XLOC_001673	XLOC_001673	SDHC	1:161284046-161332984	Benign	8.45822
XLOC_001674	XLOC_001674	RP11-122G18.5	1:161337811-161341754	Benign	0.196912
XLOC_001675	XLOC_001675	U6	1:161371078-161371185	Benign	0
XLOC_001676	XLOC_001676	RP11-122G18.7	1:161375857-161376872	Benign	0.0968144
XLOC_001677	XLOC_001677	AL592295.1	1:161390660-161390733	Benign	0
XLOC_001678	XLOC_001678	FCGR2A	1:161475219-161493803	Benign	12.0785
XLOC_001679	XLOC_001679	HSPA6	1:161494035-161496681	Benign	0.350515
XLOC_001680	XLOC_001680	FCGR2B,FCGR2C	1:161511548-161648444	Benign	4.78812
XLOC_001681	XLOC_001681	HSPA7	1:161511548-161648444	Benign	0.563184
XLOC_001682	XLOC_001682	Y_RNA	1:161669295-161669397	Benign	1.34903
XLOC_001683	XLOC_001683	FCRLA	1:161676761-161684142	Benign	0
XLOC_001684	XLOC_001684	FCRLB	1:161691352-161697933	Benign	0
XLOC_001685	XLOC_001685	AL359541.1	1:161705597-161705894	Benign	0
XLOC_001686	XLOC_001686	DUSP12	1:161719547-161727028	Benign	2.0035
XLOC_001687	XLOC_001687	ATF6	1:161736083-161933860	Benign	1.21591
XLOC_001688	XLOC_001688	RP11-456P18.2	1:161736083-161933860	Benign	0.482332
XLOC_001689	XLOC_001689	RP11-227F8.2	1:162008805-162009357	Benign	0
XLOC_001690	XLOC_001690	C1orf226,NOS1AP,RP11-565P22.6	1:162039563-162356600	Benign	1.1018
XLOC_001691	XLOC_001691	5S_rRNA	1:162039563-162356600	Benign	0
XLOC_001692	XLOC_001692	MIR556	1:162039563-162356600	Benign	0
XLOC_001693	XLOC_001693	RP11-130F5.1	1:162415338-162415676	Benign	0
XLOC_001694	XLOC_001694	UHMK1	1:162467040-162499419	Benign	4.14696
XLOC_001695	XLOC_001695	UAP1	1:162531320-162569681	Benign	11.0269
XLOC_001696	XLOC_001696	DDR2	1:162601162-162750237	Benign	1.23976
XLOC_001697	XLOC_001697	AL445197.1	1:162601162-162750237	Benign	0
XLOC_001698	XLOC_001698	HSD17B7	1:162760491-162782607	Benign	4.94564
XLOC_001699	XLOC_001699	RP11-331H2.4	1:162794247-162838605	Benign	0
XLOC_001700	XLOC_001700	RGS4	1:163038564-163046592	Benign	0
XLOC_001701	XLOC_001701	RP11-267N12.1	1:163080910-163325554	Benign	0.17414
XLOC_001702	XLOC_001702	RP11-267N12.2	1:163080910-163325554	Benign	0
XLOC_001703	XLOC_001703	RP11-77M5.1	1:163080910-163325554	Benign	0
XLOC_001704	XLOC_001704	NUF2	1:163080910-163325554	Benign	0.711629
XLOC_001705	XLOC_001705	SNORD112	1:163355654-163355726	Benign	0
XLOC_001706	XLOC_001706	5S_rRNA	1:163479273-163479385	Benign	0
XLOC_001707	XLOC_001707	U3	1:163892906-163893109	Benign	0
XLOC_001708	XLOC_001708	RP11-541J2.1	1:164312241-164313102	Benign	0
XLOC_001709	XLOC_001709	RNU5F-6P	1:164320509-164320625	Benign	0
XLOC_001710	XLOC_001710	HMGB3P6	1:164326003-164326601	Benign	0.432786
XLOC_001711	XLOC_001711	PBX1	1:164524820-164854300	Benign	11.533
XLOC_001712	XLOC_001712	U6	1:164524820-164854300	Benign	0
XLOC_001713	XLOC_001713	Y_RNA	1:164524820-164854300	Benign	11.2972
XLOC_001714	XLOC_001714	RP11-38C18.2	1:165171103-165325952	Benign	0
XLOC_001715	XLOC_001715	RP11-38C18.3	1:165171103-165325952	Benign	0
XLOC_001716	XLOC_001716	RP11-541H12.1	1:165446077-165551708	Benign	0
XLOC_001717	XLOC_001717	LRRC52	1:165446077-165551708	Benign	0
XLOC_001718	XLOC_001718	RP11-306I1.1	1:165446077-165551708	Benign	0.0953574
XLOC_001719	XLOC_001719	AL356441.1	1:165566149-165566222	Benign	0
XLOC_001720	XLOC_001720	RP11-306I1.2	1:165567699-165592568	Benign	0
XLOC_001721	XLOC_001721	MGST3	1:165600097-165631033	Benign	46.0668
XLOC_001722	XLOC_001722	MGST3	1:165600097-165631033	Benign	0.501884
XLOC_001723	XLOC_001723	RP11-466F5.3	1:165631452-165679205	Benign	0
XLOC_001724	XLOC_001724	RP11-466F5.4	1:165631452-165679205	Benign	0
XLOC_001725	XLOC_001725	RP11-466F5.5,RP11-466F5.6	1:165631452-165679205	Benign	0
XLOC_001726	XLOC_001726	RP11-466F5.8	1:165696031-165744413	Benign	0
XLOC_001727	XLOC_001727	RP11-466F5.9	1:165788589-165789024	Benign	1.5299
XLOC_001728	XLOC_001728	UCK2	1:165796751-165880855	Benign	3.36657
XLOC_001729	XLOC_001729	RP11-7G12.1	1:165991451-165992264	Benign	0.806908
XLOC_001730	XLOC_001730	5S_rRNA	1:166011480-166011587	Benign	0
XLOC_001731	XLOC_001731	RP11-375H19.2	1:166026673-166136206	Benign	0.196714
XLOC_001732	XLOC_001732	RP11-479J7.2	1:166304120-166304999	Benign	0
XLOC_001733	XLOC_001733	FMO7P	1:166443981-166459276	Benign	0
XLOC_001734	XLOC_001734	FMO8P	1:166535414-166549942	Benign	0
XLOC_001735	XLOC_001735	FMO9P	1:166572911-166600637	Benign	0
XLOC_001736	XLOC_001736	FMO10P	1:166635121-166651433	Benign	0
XLOC_001737	XLOC_001737	RP11-54B9.2	1:166716593-166717899	Benign	0.905188
XLOC_001738	XLOC_001738	FMO11P	1:166732570-166762004	Benign	0
XLOC_001739	XLOC_001739	CNN2P10	1:166765502-166766420	Benign	0
XLOC_001740	XLOC_001740	POGK	1:166808680-166825581	Benign	2.28082
XLOC_001741	XLOC_001741	DUTP6	1:166825746-166845564	Benign	0.830254
XLOC_001742	XLOC_001742	MAEL	1:166958345-166991451	Benign	0.861932
XLOC_001743	XLOC_001743	5S_rRNA	1:166958345-166991451	Benign	0
XLOC_001744	XLOC_001744	snoU13	1:167010671-167010773	Benign	0
XLOC_001745	XLOC_001745	RP11-102C16.3	1:167021787-167059868	Benign	2.14748
XLOC_001746	XLOC_001746	DUSP27	1:167063281-167098366	Benign	0
XLOC_001747	XLOC_001747	POU2F1	1:167190119-167396582	Benign	2.85575
XLOC_001748	XLOC_001748	AKR1D1P1	1:167488772-167489823	Benign	0
XLOC_001749	XLOC_001749	RP3-455J7.3	1:167560628-167561084	Benign	0
XLOC_001750	XLOC_001750	RCSD1,RP3-455J7.4	1:167596621-167675486	Benign	2.33742
XLOC_001751	XLOC_001751	MPZL1	1:167690428-167761156	Benign	13.8616
XLOC_001752	XLOC_001752	RP1-313L4.3	1:167778624-167883453	Benign	0
XLOC_001753	XLOC_001753	DCAF6	1:167885966-168045081	Benign	10.6445
XLOC_001754	XLOC_001754	MIR1255B2	1:167885966-168045081	Benign	0
XLOC_001755	XLOC_001755	TIPRL	1:168148170-168169950	Benign	2.08646
XLOC_001756	XLOC_001756	RP1-69E11.2	1:168179853-168180207	Benign	1.70954
XLOC_001757	XLOC_001757	RP1-69E11.3	1:168184642-168184890	Benign	0
XLOC_001758	XLOC_001758	SFT2D2	1:168195175-168212378	Benign	10.1508
XLOC_001759	XLOC_001759	TBX19	1:168250277-168283664	Benign	0
XLOC_001760	XLOC_001760	RP5-1059H15.1	1:168338291-168338839	Benign	0.613779
XLOC_001761	XLOC_001761	MIR557	1:168344761-168344859	Benign	0
XLOC_001762	XLOC_001762	RP4-738P11.3	1:168510002-168513235	Benign	0
XLOC_001763	XLOC_001763	XCL1	1:168545710-168551315	Benign	0
XLOC_001764	XLOC_001764	RP1-10C16.2	1:168756176-168762124	Benign	0
XLOC_001765	XLOC_001765	SUMO1P2	1:168867373-168867677	Benign	0
XLOC_001766	XLOC_001766	RP11-375F2.3	1:168873142-169056243	Benign	1.89364
XLOC_001767	XLOC_001767	5S_rRNA	1:168873142-169056243	Benign	0
XLOC_001768	XLOC_001768	RP5-1018K9.1	1:169073361-169074145	Benign	0
XLOC_001769	XLOC_001769	ATP1B1	1:169074934-169337205	Benign	52.7715
XLOC_001770	XLOC_001770	RP4-800F24.1	1:169074934-169337205	Benign	0
XLOC_001771	XLOC_001771	BLZF1	1:169337207-169429907	Benign	3.02
XLOC_001772	XLOC_001772	AL021068.1	1:169455379-169456846	Benign	0.580443
XLOC_001773	XLOC_001773	C1orf112	1:169631244-169863408	Benign	1.09789
XLOC_001774	XLOC_001774	AL031297.1	1:169631244-169863408	Benign	0.122032
XLOC_001775	XLOC_001775	RP1-190I16.2	1:169890466-170054349	Benign	0
XLOC_001776	XLOC_001776	RP11-332H17.1	1:169890466-170054349	Benign	0
XLOC_001777	XLOC_001777	SIGLEC30P	1:170084776-170085706	Benign	0
XLOC_001778	XLOC_001778	METTL11B	1:170115141-170136931	Benign	0
XLOC_001779	XLOC_001779	RP11-297H3.3	1:170143543-170210428	Benign	0
XLOC_001780	XLOC_001780	GORAB	1:170429593-170522974	Benign	1.99753
XLOC_001781	XLOC_001781	RP1-79C4.1	1:170567994-170616480	Benign	0
XLOC_001782	XLOC_001782	PRRX1	1:170631868-170708560	Benign	0.211818
XLOC_001783	XLOC_001783	C1orf129	1:170904611-171033906	Benign	0
XLOC_001784	XLOC_001784	RP5-1092L12.2	1:171052705-171054346	Benign	0
XLOC_001785	XLOC_001785	FMO3	1:171060017-171086959	Benign	0.618103
XLOC_001786	XLOC_001786	FMO6P	1:171106878-171130707	Benign	0.205387
XLOC_001787	XLOC_001787	FMO2	1:171137242-171255117	Benign	0
XLOC_001788	XLOC_001788	FMO1	1:171137242-171255117	Benign	0
XLOC_001789	XLOC_001789	FMO4	1:171283346-171311223	Benign	4.71225
XLOC_001790	XLOC_001790	TOP1P1	1:171283346-171311223	Benign	0.923873
XLOC_001791	XLOC_001791	GM2AP2	1:171361367-171361944	Benign	0
XLOC_001792	XLOC_001792	snoU13	1:171451045-171451148	Benign	0
XLOC_001793	XLOC_001793	PRRC2C	1:171454650-171562650	Benign	12.8844
XLOC_001794	XLOC_001794	AL021579.1	1:171454650-171562650	Benign	0.190836
XLOC_001795	XLOC_001795	RP3-454G6.2	1:171591382-171595732	Benign	0
XLOC_001796	XLOC_001796	RP4-560B9.4	1:171731213-171731782	Benign	0
XLOC_001797	XLOC_001797	SCARNA20	1:171737209-171737315	Benign	0
XLOC_001798	XLOC_001798	METTL13	1:171750787-171783163	Benign	2.1922
XLOC_001799	XLOC_001799	RP4-612B18.3	1:171750787-171783163	Benign	0
XLOC_001800	XLOC_001800	Y_RNA	1:171783651-171783766	Benign	1.03247
XLOC_001801	XLOC_001801	DNM3	1:171810620-172437971	Benign	0.716426
