test_id	gene_id	gene	locus	sample_2	value_2
XLOC_003146	XLOC_003146	MTND1P34	1:47533159-47646011	Tumor	0
XLOC_003147	XLOC_003147	PDZK1IP1	1:47649264-47656716	Tumor	5.21874
XLOC_003148	XLOC_003148	TAL1	1:47681962-47697892	Tumor	0.726287
XLOC_003149	XLOC_003149	STIL	1:47715810-47779819	Tumor	1.64509
XLOC_003150	XLOC_003150	RP11-511I2.2	1:47846599-47874149	Tumor	0
XLOC_003151	XLOC_003151	RP11-511I2.5	1:47897804-47900313	Tumor	0.138393
XLOC_003152	XLOC_003152	RPL21P24	1:47963563-47964011	Tumor	0
XLOC_003153	XLOC_003153	AL591415.1	1:48086764-48086849	Tumor	0
XLOC_003154	XLOC_003154	RP11-543D5.2	1:48226803-48231219	Tumor	0
XLOC_003155	XLOC_003155	RP11-543D5.3	1:48231307-48267295	Tumor	0.583761
XLOC_003156	XLOC_003156	RP4-683M8.1	1:48459702-48460272	Tumor	0
XLOC_003157	XLOC_003157	RP11-193P11.3	1:48544458-48547868	Tumor	0
XLOC_003158	XLOC_003158	SKINTL	1:48567386-48627543	Tumor	0
XLOC_003159	XLOC_003159	RP5-1024N4.1	1:48630300-48648100	Tumor	0
XLOC_003160	XLOC_003160	SPATA6	1:48761043-48937845	Tumor	3.51756
XLOC_003161	XLOC_003161	RP11-252A4.2	1:48761043-48937845	Tumor	1.4626
XLOC_003162	XLOC_003162	RP11-329A14.2	1:48962934-48963408	Tumor	0
XLOC_003163	XLOC_003163	AGBL4	1:48998526-50489585	Tumor	1.90602
XLOC_003164	XLOC_003164	BEND5	1:48998526-50489585	Tumor	1.39001
XLOC_003165	XLOC_003165	AGBL4-IT1	1:48998526-50489585	Tumor	0
XLOC_003166	XLOC_003166	RP5-926E3.1	1:48998526-50489585	Tumor	0
XLOC_003167	XLOC_003167	RP11-567C20.2	1:50513685-50669458	Tumor	0.586564
XLOC_003168	XLOC_003168	RP11-567C20.3	1:50671755-50688799	Tumor	0
XLOC_003169	XLOC_003169	HMGB1P45	1:50864496-50865445	Tumor	0
XLOC_003170	XLOC_003170	RP11-183G22.3	1:50871107-50871696	Tumor	3.57609
XLOC_003171	XLOC_003171	DMRTA2	1:50883221-50889172	Tumor	0.341078
XLOC_003172	XLOC_003172	FAF1	1:50905149-51425935	Tumor	8.03274
XLOC_003173	XLOC_003173	Y_RNA	1:50905149-51425935	Tumor	0
XLOC_003174	XLOC_003174	CFL1P2	1:51623459-51624143	Tumor	3.70506
XLOC_003175	XLOC_003175	RP11-296A18.3	1:51660766-51700768	Tumor	0
XLOC_003176	XLOC_003176	snoU13	1:51660766-51700768	Tumor	0
XLOC_003177	XLOC_003177	RNF11	1:51701942-51739127	Tumor	46.9116
XLOC_003178	XLOC_003178	RP11-296A18.5	1:51701942-51739127	Tumor	0.379188
XLOC_003179	XLOC_003179	RNF11	1:51701942-51739127	Tumor	15.8182
XLOC_003180	XLOC_003180	RNF11	1:51701942-51739127	Tumor	30.0039
XLOC_003181	XLOC_003181	TTC39A	1:51752929-51810788	Tumor	7.02647
XLOC_003182	XLOC_003182	EPS15	1:51819934-52027301	Tumor	11.3219
XLOC_003183	XLOC_003183	U6	1:51819934-52027301	Tumor	0
XLOC_003184	XLOC_003184	CALR4P	1:52027537-52344477	Tumor	0.565007
XLOC_003185	XLOC_003185	GAPDHP51	1:52027537-52344477	Tumor	0
XLOC_003186	XLOC_003186	SNORA26	1:52027537-52344477	Tumor	0
XLOC_003187	XLOC_003187	MIR761,NRD1	1:52027537-52344477	Tumor	10.1325
XLOC_003188	XLOC_003188	RAB3B	1:52373627-52456436	Tumor	0.318282
XLOC_003189	XLOC_003189	TXNDC12	1:52485802-52556388	Tumor	11.5778
XLOC_003190	XLOC_003190	KTI12	1:52485802-52556388	Tumor	0.765286
XLOC_003191	XLOC_003191	RP4-800M22.1	1:52608045-52831865	Tumor	0
XLOC_003192	XLOC_003192	RP4-800M22.2	1:52608045-52831865	Tumor	2.40774
XLOC_003193	XLOC_003193	RP4-800M22.4	1:52608045-52831865	Tumor	0
XLOC_003194	XLOC_003194	RP4-814E15.1	1:52608045-52831865	Tumor	0
XLOC_003195	XLOC_003195	CC2D1B	1:52608045-52831865	Tumor	4.71527
XLOC_003196	XLOC_003196	ORC1	1:52838500-52870131	Tumor	0.935383
XLOC_003197	XLOC_003197	ZCCHC11	1:52870235-53019159	Tumor	15.6166
XLOC_003198	XLOC_003198	SELRC1	1:53152507-53164038	Tumor	1.99434
XLOC_003199	XLOC_003199	RP11-159C21.4	1:53192125-53293014	Tumor	12.3073
XLOC_003200	XLOC_003200	U6	1:53192125-53293014	Tumor	8.17565
XLOC_003201	XLOC_003201	ECHDC2	1:53361655-53392884	Tumor	18.3416
XLOC_003202	XLOC_003202	RP4-631H13.4	1:53361655-53392884	Tumor	0
XLOC_003203	XLOC_003203	RP4-631H13.5	1:53392900-53517375	Tumor	0
XLOC_003204	XLOC_003204	RP11-334A14.2	1:53392900-53517375	Tumor	3.44908
XLOC_003205	XLOC_003205	AL445183.1	1:53392900-53517375	Tumor	6.40691
XLOC_003206	XLOC_003206	SCP2	1:53392900-53517375	Tumor	0
XLOC_003207	XLOC_003207	SCP2	1:53392900-53517375	Tumor	34.2196
XLOC_003208	XLOC_003208	RP11-334A14.5	1:53527853-53551174	Tumor	0.77312
XLOC_003209	XLOC_003209	RP11-334A14.6	1:53527853-53551174	Tumor	0
XLOC_003210	XLOC_003210	SLC1A7	1:53552854-53608289	Tumor	0.316696
XLOC_003211	XLOC_003211	RP5-1024G6.2	1:53662100-53686289	Tumor	0
XLOC_003212	XLOC_003212	C1orf123	1:53662100-53686289	Tumor	17.229
XLOC_003213	XLOC_003213	MAGOH	1:53692563-53708455	Tumor	6.44471
XLOC_003214	XLOC_003214	LRP8	1:53711216-53793742	Tumor	6.94349
XLOC_003215	XLOC_003215	RP4-784A16.3	1:53711216-53793742	Tumor	0
XLOC_003216	XLOC_003216	RP11-117D22.1	1:53814159-53814905	Tumor	2.31899
XLOC_003217	XLOC_003217	RP11-117D22.2	1:53832339-53833917	Tumor	0.489406
XLOC_003218	XLOC_003218	RP4-796B4.1	1:53904046-53905046	Tumor	0
XLOC_003219	XLOC_003219	GLIS1	1:53971909-54199877	Tumor	0.29728
XLOC_003220	XLOC_003220	U7	1:53971909-54199877	Tumor	0
XLOC_003221	XLOC_003221	TMEM48	1:54231132-54304533	Tumor	2.54931
XLOC_003222	XLOC_003222	SNORA58	1:54231132-54304533	Tumor	15.4988
XLOC_003223	XLOC_003223	YIPF1	1:54317391-54356407	Tumor	6.3159
XLOC_003224	XLOC_003224	HSPB11	1:54387233-54433841	Tumor	9.60002
XLOC_003225	XLOC_003225	RP1-167A19.5	1:54440647-54441772	Tumor	3.06204
XLOC_003226	XLOC_003226	LDLRAD1	1:54474411-54483856	Tumor	0
XLOC_003227	XLOC_003227	TMEM59	1:54497346-54519177	Tumor	66.1972
XLOC_003228	XLOC_003228	AL353898.2	1:54497346-54519177	Tumor	0
XLOC_003229	XLOC_003229	AL353898.3	1:54519259-54578192	Tumor	0
XLOC_003230	XLOC_003230	CDCP2,CYB5RL,RP11-446E24.4	1:54598746-54686529	Tumor	0.167389
XLOC_003231	XLOC_003231	AL357673.1	1:54598746-54686529	Tumor	0.526944
XLOC_003232	XLOC_003232	RP5-997D24.5	1:54690180-54691156	Tumor	0
XLOC_003233	XLOC_003233	SSBP3	1:54692189-54879152	Tumor	11.2354
XLOC_003234	XLOC_003234	RP5-866L20.1	1:54982084-54982932	Tumor	0
XLOC_003235	XLOC_003235	FAM151A	1:55007929-55104865	Tumor	0.986206
XLOC_003236	XLOC_003236	RP11-240D10.4	1:55007929-55104865	Tumor	0
XLOC_003237	XLOC_003237	PARS2	1:55222570-55230187	Tumor	0.309722
XLOC_003238	XLOC_003238	TTC22	1:55245384-55266940	Tumor	1.04579
XLOC_003239	XLOC_003239	DHCR24,RP11-67L3.6	1:55314137-55354523	Tumor	76.2805
XLOC_003240	XLOC_003240	RP11-12C17.2	1:55446464-55457966	Tumor	0
XLOC_003241	XLOC_003241	USP24	1:55532031-55681050	Tumor	7.54841
XLOC_003242	XLOC_003242	AL049710.3	1:55838330-55838377	Tumor	0
XLOC_003243	XLOC_003243	RP4-633H17.2	1:55838380-55839033	Tumor	0
XLOC_003244	XLOC_003244	AL049710.1	1:55839034-55839103	Tumor	0
XLOC_003245	XLOC_003245	7SK	1:55842198-55842525	Tumor	77.7514
XLOC_003246	XLOC_003246	Y_RNA	1:55950543-55950645	Tumor	0
XLOC_003247	XLOC_003247	RP11-90C4.2	1:56381281-56410636	Tumor	0
XLOC_003248	XLOC_003248	RP11-90C4.4	1:56381281-56410636	Tumor	0
XLOC_003249	XLOC_003249	RP4-710M16.1	1:56673238-56674128	Tumor	0.697797
XLOC_003250	XLOC_003250	PPAP2B	1:56960418-57110974	Tumor	13.1391
XLOC_003251	XLOC_003251	RP11-377K22.3	1:56960418-57110974	Tumor	0
XLOC_003252	XLOC_003252	RP11-377K22.2	1:56960418-57110974	Tumor	0
XLOC_003253	XLOC_003253	C1orf168	1:57184476-57285369	Tumor	0.704176
XLOC_003254	XLOC_003254	RP11-378I13.1	1:57289351-57292593	Tumor	0
XLOC_003255	XLOC_003255	C8B	1:57394882-59012474	Tumor	12.5677
XLOC_003256	XLOC_003256	DAB1,OMA1	1:57394882-59012474	Tumor	17.567
XLOC_003257	XLOC_003257	RP11-243M12.1	1:57394882-59012474	Tumor	0
XLOC_003258	XLOC_003258	HNRNPA1P6	1:57394882-59012474	Tumor	0
XLOC_003259	XLOC_003259	RP11-393I23.2	1:57394882-59012474	Tumor	1.74951
XLOC_003260	XLOC_003260	RP11-414C16.1	1:57394882-59012474	Tumor	4.23307
XLOC_003261	XLOC_003261	AL035411.1	1:59031315-59031601	Tumor	1.54241
XLOC_003262	XLOC_003262	TACSTD2	1:59041098-59043166	Tumor	48.7922
XLOC_003263	XLOC_003263	RP4-592A1.2	1:59096512-59097202	Tumor	8.13439
XLOC_003264	XLOC_003264	MYSM1	1:59120410-59165764	Tumor	21.9197
XLOC_003265	XLOC_003265	JUN	1:59246464-59249785	Tumor	7.52577
XLOC_003266	XLOC_003266	RP11-63G10.2	1:59250822-59366668	Tumor	0
XLOC_003267	XLOC_003267	RP4-794H19.1	1:59250822-59366668	Tumor	0
XLOC_003268	XLOC_003268	RP11-145M4.1,RP11-145M4.2	1:59520068-59553867	Tumor	0
XLOC_003269	XLOC_003269	RP11-145M4.3	1:59520068-59553867	Tumor	0
XLOC_003270	XLOC_003270	RP11-470E16.1	1:59597607-59664293	Tumor	0.780174
XLOC_003271	XLOC_003271	RP4-782L23.2	1:59762466-60254854	Tumor	0
XLOC_003272	XLOC_003272	CYP2J2	1:60358979-60392462	Tumor	5.65791
XLOC_003273	XLOC_003273	C1orf87	1:60452940-60539442	Tumor	2.60466
XLOC_003274	XLOC_003274	RP11-776H12.1	1:61005920-61106163	Tumor	0
XLOC_003275	XLOC_003275	RP11-436K8.1	1:61125302-61291256	Tumor	0.289938
XLOC_003276	XLOC_003276	RP4-668G5.1	1:61330930-61928465	Tumor	0
XLOC_003277	XLOC_003277	RP5-833A20.1	1:61330930-61928465	Tumor	0
XLOC_003278	XLOC_003278	TM2D1	1:62146716-62191095	Tumor	9.37394
XLOC_003279	XLOC_003279	RP4-537K17.2	1:62208148-62629592	Tumor	1.73138
XLOC_003280	XLOC_003280	RP5-1155K23.4	1:62660502-62678000	Tumor	0
XLOC_003281	XLOC_003281	KANK4	1:62702650-62785085	Tumor	0.555969
XLOC_003282	XLOC_003282	U6	1:62702650-62785085	Tumor	0
XLOC_003283	XLOC_003283	DOCK7	1:62920398-63154035	Tumor	15.1656
XLOC_003284	XLOC_003284	RP5-849H19.2	1:62920398-63154035	Tumor	0
XLOC_003285	XLOC_003285	RP11-5P4.1	1:63466167-63478142	Tumor	0
XLOC_003286	XLOC_003286	AL162400.1	1:63543751-63544702	Tumor	0
XLOC_003287	XLOC_003287	RP11-335E6.1	1:63604920-63782902	Tumor	0
XLOC_003288	XLOC_003288	5S_rRNA	1:63604920-63782902	Tumor	0
XLOC_003289	XLOC_003289	RP4-792G4.2	1:63786554-63790797	Tumor	2.22252
XLOC_003290	XLOC_003290	AL049636.1	1:63825493-63826850	Tumor	0
XLOC_003291	XLOC_003291	ITGB3BP	1:63906440-64125916	Tumor	6.7757
XLOC_003292	XLOC_003292	U7	1:63906440-64125916	Tumor	0
XLOC_003293	XLOC_003293	RP4-597J3.1	1:64239692-64647181	Tumor	1.37657
XLOC_003294	XLOC_003294	CFL1P3	1:64239692-64647181	Tumor	0.550331
XLOC_003295	XLOC_003295	U6	1:64239692-64647181	Tumor	0
XLOC_003296	XLOC_003296	Y_RNA	1:64239692-64647181	Tumor	0
XLOC_003297	XLOC_003297	RP11-24J23.2	1:64239692-64647181	Tumor	0
XLOC_003298	XLOC_003298	RNU7-62P	1:64850080-64850142	Tumor	0
XLOC_003299	XLOC_003299	JAK1	1:65210777-65432187	Tumor	9.84695
XLOC_003300	XLOC_003300	RP11-182I10.3	1:65437907-65468159	Tumor	2.79204
XLOC_003301	XLOC_003301	RP11-182I10.4	1:65437907-65468159	Tumor	1.20765
XLOC_003302	XLOC_003302	U6	1:65488650-65488757	Tumor	0
XLOC_003303	XLOC_003303	MIR101-1	1:65524116-65524191	Tumor	0
XLOC_003304	XLOC_003304	RP4-535B20.1	1:65532309-65533420	Tumor	4.32538
XLOC_003305	XLOC_003305	RP4-535B20.2	1:65543094-65543814	Tumor	0
XLOC_003306	XLOC_003306	RP4-535B20.3	1:65558036-65558298	Tumor	1.69935
XLOC_003307	XLOC_003307	RP5-1044H5.1	1:65713901-65881689	Tumor	0
XLOC_003308	XLOC_003308	RP5-1044H5.2	1:65713901-65881689	Tumor	0
XLOC_003309	XLOC_003309	AL355487.1	1:65713901-65881689	Tumor	0
XLOC_003310	XLOC_003310	RP11-430H12.2	1:65886247-66107242	Tumor	1.52295
XLOC_003311	XLOC_003311	AL513493.1	1:66226740-66227032	Tumor	0
XLOC_003312	XLOC_003312	RP11-397C12.1	1:66258196-66840259	Tumor	0
XLOC_003313	XLOC_003313	U4	1:66258196-66840259	Tumor	0
XLOC_003314	XLOC_003314	AL139147.1	1:66999065-67213982	Tumor	0
XLOC_003315	XLOC_003315	INSL5	1:67263423-67266939	Tumor	0
XLOC_003316	XLOC_003316	WDR78	1:67278567-67390570	Tumor	12.8061
XLOC_003317	XLOC_003317	SLC35D1	1:67465014-67519782	Tumor	1.71949
XLOC_003318	XLOC_003318	C1orf141	1:67557858-67600639	Tumor	0.133258
XLOC_003319	XLOC_003319	SNORA31	1:67557858-67600639	Tumor	0
XLOC_003320	XLOC_003320	AL109843.1	1:67632082-67725662	Tumor	0
XLOC_003321	XLOC_003321	U4atac	1:67733283-67733409	Tumor	0
XLOC_003322	XLOC_003322	SERBP1	1:67873492-67896098	Tumor	17.4324
XLOC_003323	XLOC_003323	AL139258.1	1:68122513-68122811	Tumor	0
XLOC_003324	XLOC_003324	RP5-817C23.1	1:68125836-68126698	Tumor	0.585094
XLOC_003325	XLOC_003325	GNG12	1:68167148-68698803	Tumor	16.6725
XLOC_003326	XLOC_003326	RNU7-80P	1:68167148-68698803	Tumor	0
XLOC_003327	XLOC_003327	AL157407.1	1:68167148-68698803	Tumor	0
XLOC_003328	XLOC_003328	DIRAS3	1:68167148-68698803	Tumor	0.723561
XLOC_003329	XLOC_003329	RP4-609E1.3	1:68167148-68698803	Tumor	0
XLOC_003330	XLOC_003330	WLS	1:68167148-68698803	Tumor	21.7416
XLOC_003331	XLOC_003331	RP11-518D3.3	1:68167148-68698803	Tumor	0.530083
XLOC_003332	XLOC_003332	MIR1262	1:68167148-68698803	Tumor	0
XLOC_003333	XLOC_003333	RPS7P4	1:68708156-68708738	Tumor	1.8383
XLOC_003334	XLOC_003334	TCEB1P18	1:68841009-68841346	Tumor	0
XLOC_003335	XLOC_003335	RP5-1033K19.2	1:68847123-68847340	Tumor	0
XLOC_003336	XLOC_003336	RPE65	1:68894504-68915642	Tumor	0.281679
XLOC_003337	XLOC_003337	DEPDC1	1:68939834-69004310	Tumor	1.35562
XLOC_003338	XLOC_003338	RP4-694A7.3	1:68939834-69004310	Tumor	0
XLOC_003339	XLOC_003339	RP11-74K19.1	1:69709054-69715106	Tumor	0
XLOC_003340	XLOC_003340	RP11-181B18.1	1:70034080-70589164	Tumor	0
XLOC_003341	XLOC_003341	LRRC40	1:70610487-70671303	Tumor	2.17157
XLOC_003342	XLOC_003342	AL353771.2	1:70610487-70671303	Tumor	2.15789
XLOC_003343	XLOC_003343	RP4-677H15.4	1:70671364-70718735	Tumor	0
XLOC_003344	XLOC_003344	AL353771.1	1:70671364-70718735	Tumor	0
XLOC_003345	XLOC_003345	ANKRD13C	1:70726270-70820417	Tumor	4.90451
XLOC_003346	XLOC_003346	RP11-180O5.2	1:70820487-70851022	Tumor	0
XLOC_003347	XLOC_003347	RP11-99H8.1	1:71172135-71252151	Tumor	0
XLOC_003348	XLOC_003348	PTGER3	1:71318035-71513491	Tumor	1.19941
XLOC_003349	XLOC_003349	ZRANB2	1:71514537-71546980	Tumor	16.3028
XLOC_003350	XLOC_003350	MIR186	1:71514537-71546980	Tumor	0
XLOC_003351	XLOC_003351	RP11-115M14.1	1:71832736-71832986	Tumor	0
XLOC_003352	XLOC_003352	NEGR1	1:71867529-72748417	Tumor	6.01295
XLOC_003353	XLOC_003353	RP11-175G14.1	1:71867529-72748417	Tumor	1.87454
XLOC_003354	XLOC_003354	U6	1:73183345-73183452	Tumor	0
XLOC_003355	XLOC_003355	RP4-660H19.1	1:73214603-73364823	Tumor	0
XLOC_003356	XLOC_003356	7SK	1:73657286-73657538	Tumor	0
XLOC_003357	XLOC_003357	5S_rRNA	1:74215199-74215306	Tumor	6.32664
XLOC_003358	XLOC_003358	LRRIQ3	1:74491698-74663871	Tumor	2.52996
XLOC_003359	XLOC_003359	RP11-439H8.4	1:74663921-75010112	Tumor	0
XLOC_003360	XLOC_003360	LRRC53	1:74663921-75010112	Tumor	0.411252
XLOC_003361	XLOC_003361	RP11-17E13.3	1:75018087-75232362	Tumor	0
XLOC_003362	XLOC_003362	C1orf173	1:75018087-75232362	Tumor	0.528071
XLOC_003363	XLOC_003363	CRYZ	1:75018087-75232362	Tumor	6.76646
XLOC_003364	XLOC_003364	AC091611.1	1:75018087-75232362	Tumor	0
XLOC_003365	XLOC_003365	RP11-510C10.2	1:75593514-75627218	Tumor	0
XLOC_003366	XLOC_003366	RP11-510C10.3	1:75593514-75627218	Tumor	0
XLOC_003367	XLOC_003367	SLC44A5	1:75667815-76076801	Tumor	1.24634
XLOC_003368	XLOC_003368	U6	1:75667815-76076801	Tumor	0
XLOC_003369	XLOC_003369	RP4-595K12.2	1:76107028-76107772	Tumor	0
XLOC_003370	XLOC_003370	RP4-682C21.5	1:76175699-76189696	Tumor	0
XLOC_003371	XLOC_003371	RP4-682C21.2	1:76190035-76261100	Tumor	2.0222
XLOC_003372	XLOC_003372	RABGGTB	1:76190035-76261100	Tumor	44.1769
XLOC_003373	XLOC_003373	ASB17	1:76384557-76398116	Tumor	0
XLOC_003374	XLOC_003374	RP11-335E14.1	1:76540388-77100286	Tumor	0
XLOC_003375	XLOC_003375	RP11-415A20.1	1:77223808-77244952	Tumor	0
XLOC_003376	XLOC_003376	PIGK	1:77554674-77685115	Tumor	6.45775
XLOC_003377	XLOC_003377	RP11-375A5.1	1:77747735-78025651	Tumor	1.57895
XLOC_003378	XLOC_003378	AC095030.1	1:77747735-78025651	Tumor	0
XLOC_003379	XLOC_003379	ZZZ3	1:78028100-78149116	Tumor	9.73874
XLOC_003380	XLOC_003380	USP33	1:78161671-78225537	Tumor	16.366
XLOC_003381	XLOC_003381	RP4-706L14.2	1:78239549-78240549	Tumor	0.318404
XLOC_003382	XLOC_003382	RP11-181C21.4	1:78245308-78344106	Tumor	2.17173
XLOC_003383	XLOC_003383	C1orf118	1:78347032-78409580	Tumor	0.138679
XLOC_003384	XLOC_003384	FUBP1	1:78409739-78444794	Tumor	46.0595
XLOC_003385	XLOC_003385	RP11-386I14.2	1:78444858-78604133	Tumor	0
XLOC_003386	XLOC_003386	U6	1:78444858-78604133	Tumor	0
XLOC_003387	XLOC_003387	5S_rRNA	1:78444858-78604133	Tumor	0
XLOC_003388	XLOC_003388	GIPC2	1:78444858-78604133	Tumor	0
XLOC_003389	XLOC_003389	RP11-472F19.2	1:78636144-78636998	Tumor	0
XLOC_003390	XLOC_003390	RP11-472F19.1	1:78695282-79005434	Tumor	0
XLOC_003391	XLOC_003391	5S_rRNA	1:78695282-79005434	Tumor	18.4273
XLOC_003392	XLOC_003392	ELTD1	1:79355448-79472403	Tumor	6.7715
XLOC_003393	XLOC_003393	RP11-548C21.1	1:79520629-79521740	Tumor	0
XLOC_003394	XLOC_003394	RP11-339A11.1	1:80557791-80558924	Tumor	0.487066
XLOC_003395	XLOC_003395	RP11-339D23.1	1:80839048-80840306	Tumor	0
XLOC_003396	XLOC_003396	RP11-115A15.3	1:80916766-80917690	Tumor	1.46334
XLOC_003397	XLOC_003397	RP11-115A15.4	1:80929991-80930438	Tumor	0
XLOC_003398	XLOC_003398	RP11-115A15.1	1:81000662-81112473	Tumor	0
XLOC_003399	XLOC_003399	RP5-831K15.1	1:81563951-81564690	Tumor	0.271089
XLOC_003400	XLOC_003400	RP5-837I24.2,RP5-837I24.3	1:81771844-82458107	Tumor	0
XLOC_003401	XLOC_003401	RP5-837I24.4	1:81771844-82458107	Tumor	0
XLOC_003402	XLOC_003402	RP5-837I24.5	1:81771844-82458107	Tumor	0
XLOC_003403	XLOC_003403	RP11-147G16.1	1:82680903-82726817	Tumor	0
XLOC_003404	XLOC_003404	RP11-170N11.1	1:83368865-83632498	Tumor	0.393327
XLOC_003405	XLOC_003405	RP11-475O6.1	1:84041458-84326706	Tumor	0.859806
XLOC_003406	XLOC_003406	TTLL7	1:84330710-84464833	Tumor	1.97735
XLOC_003407	XLOC_003407	TTLL7-IT1	1:84330710-84464833	Tumor	0.994213
XLOC_003408	XLOC_003408	RP4-552O12.1	1:84481536-84484054	Tumor	0
XLOC_003409	XLOC_003409	UOX	1:84764048-84863514	Tumor	0
XLOC_003410	XLOC_003410	AL359273.1	1:84764048-84863514	Tumor	0
XLOC_003411	XLOC_003411	GNG5	1:84964007-85040163	Tumor	7.54563
XLOC_003412	XLOC_003412	CTBS	1:84964007-85040163	Tumor	1.94171
XLOC_003413	XLOC_003413	C1orf180	1:85093912-85100703	Tumor	0
XLOC_003414	XLOC_003414	RP11-484D4.3	1:85101840-85102789	Tumor	0
XLOC_003415	XLOC_003415	SSX2IP	1:85109389-85156486	Tumor	2.52677
XLOC_003416	XLOC_003416	AC104169.1	1:85258750-85258882	Tumor	0
XLOC_003417	XLOC_003417	LPAR3	1:85277284-85358896	Tumor	0.186432
XLOC_003418	XLOC_003418	MCOLN2	1:85391267-85462796	Tumor	2.45416
XLOC_003419	XLOC_003419	MCOLN3	1:85464829-85598821	Tumor	1.31119
XLOC_003420	XLOC_003420	SYDE2	1:85622555-85666729	Tumor	1.64132
XLOC_003421	XLOC_003421	C1orf52	1:85715638-85725355	Tumor	1.04368
XLOC_003422	XLOC_003422	BCL10	1:85731930-86044046	Tumor	1.4201
XLOC_003423	XLOC_003423	DDAH1	1:85731930-86044046	Tumor	4.98827
XLOC_003424	XLOC_003424	Y_RNA	1:85731930-86044046	Tumor	0
XLOC_003425	XLOC_003425	ZNHIT6	1:86115105-86174116	Tumor	3.03413
XLOC_003426	XLOC_003426	COL24A1	1:86194915-86622626	Tumor	0.380338
XLOC_003427	XLOC_003427	5S_rRNA	1:86194915-86622626	Tumor	0
XLOC_003428	XLOC_003428	ODF2L	1:86786610-86862025	Tumor	21.4139
XLOC_003429	XLOC_003429	RP11-444C12.1	1:86869976-86870361	Tumor	0
XLOC_003430	XLOC_003430	RP4-651E10.3	1:87012760-87158886	Tumor	0
XLOC_003431	XLOC_003431	RP4-651E10.4	1:87012760-87158886	Tumor	0
XLOC_003432	XLOC_003432	RP4-604K5.1	1:87328131-87380107	Tumor	12.7092
XLOC_003433	XLOC_003433	RP4-604K5.2	1:87380330-87634887	Tumor	0
XLOC_003434	XLOC_003434	RP11-384B12.2	1:87380330-87634887	Tumor	0.687836
XLOC_003435	XLOC_003435	RP4-544H6.2	1:87819206-87837338	Tumor	0
XLOC_003436	XLOC_003436	5S_rRNA	1:87918922-87919056	Tumor	0
XLOC_003437	XLOC_003437	RP5-1027O11.1	1:88365591-88371397	Tumor	0
XLOC_003438	XLOC_003438	AL445438.1	1:88943510-88943801	Tumor	0
XLOC_003439	XLOC_003439	RP11-76N22.1	1:88964039-88964359	Tumor	0
XLOC_003440	XLOC_003440	RP11-76N22.2	1:89003195-89301938	Tumor	0.549078
XLOC_003441	XLOC_003441	GTF2B	1:89318614-89357627	Tumor	4.67116
XLOC_003442	XLOC_003442	CCBL2,RBMXL1	1:89401455-89458704	Tumor	7.04456
XLOC_003443	XLOC_003443	GBP3	1:89472359-89515726	Tumor	6.44928
XLOC_003444	XLOC_003444	Y_RNA	1:89472359-89515726	Tumor	0
XLOC_003445	XLOC_003445	GBP1	1:89518001-89531043	Tumor	4.16505
XLOC_003446	XLOC_003446	RP5-837D10.2	1:89569967-89570450	Tumor	6.2921
XLOC_003447	XLOC_003447	GBP2,GBP7	1:89571814-89641723	Tumor	5.58559
XLOC_003448	XLOC_003448	GBP4	1:89646830-89664615	Tumor	2.61889
XLOC_003449	XLOC_003449	GBP5	1:89724632-89738544	Tumor	2.32744
XLOC_003450	XLOC_003450	RP4-620F22.3	1:89755358-89756020	Tumor	0.940957
XLOC_003451	XLOC_003451	RP5-1007M22.2	1:89990394-90402170	Tumor	1.75229
XLOC_003452	XLOC_003452	RP11-413E1.2	1:89990394-90402170	Tumor	0
XLOC_003453	XLOC_003453	snoU13	1:89990394-90402170	Tumor	0
XLOC_003454	XLOC_003454	RP11-302M6.2	1:90421224-90422281	Tumor	0
XLOC_003455	XLOC_003455	7SK	1:90453271-90453503	Tumor	0
XLOC_003456	XLOC_003456	GEMIN8P4	1:90457721-90494097	Tumor	0.268907
XLOC_003457	XLOC_003457	RP11-302M6.4	1:90457721-90494097	Tumor	0
XLOC_003458	XLOC_003458	U6	1:90719013-90719117	Tumor	0
XLOC_003459	XLOC_003459	RP5-827O9.1	1:90976466-90999029	Tumor	0
XLOC_003460	XLOC_003460	BARHL2	1:91177158-91182794	Tumor	0
XLOC_003461	XLOC_003461	RP4-665J23.1	1:91295103-91317207	Tumor	1.33143
XLOC_003462	XLOC_003462	PHKA1P1	1:91358548-91359169	Tumor	2.16161
XLOC_003463	XLOC_003463	ZNF644	1:91380858-91487829	Tumor	9.58671
XLOC_003464	XLOC_003464	HFM1	1:91726322-91870426	Tumor	0
XLOC_003465	XLOC_003465	AC098691.1	1:91726322-91870426	Tumor	21029.3
XLOC_003466	XLOC_003466	RP11-47K11.3	1:92000141-92001222	Tumor	1.28075
XLOC_003467	XLOC_003467	TGFBR3	1:92145901-92371892	Tumor	10.5908
XLOC_003468	XLOC_003468	AL390780.1	1:92145901-92371892	Tumor	0
XLOC_003469	XLOC_003469	AC114486.1	1:92410894-92411164	Tumor	0
XLOC_003470	XLOC_003470	RP4-621B10.3	1:92540076-92540968	Tumor	2.43623
XLOC_003471	XLOC_003471	GAPDHP46	1:92545861-92613393	Tumor	1.01781
XLOC_003472	XLOC_003472	ACTBP12	1:92683496-92711370	Tumor	0.170654
XLOC_003473	XLOC_003473	GLMN	1:92711958-92853730	Tumor	2.61014
